order_details_id,order_id,pizza_id,quantity,created_date
TRXD000071,TRX000027,PIZZA_BBQ_CKN_L,1,2025-01-01 15:11:22
TRXD000072,TRX000027,PIZZA_CLASSIC_DLX_M,1,2025-01-01 15:11:22
TRXD000073,TRX000027,PIZZA_SPINACH_FET_L,1,2025-01-01 15:11:22
TRXD000074,TRX000028,PIZZA_CKN_ALFREDO_S,1,2025-01-01 15:35:51
TRXD000075,TRX000029,PIZZA_GREEN_GARDEN_S,1,2025-01-01 15:41:06
TRXD000076,TRX000030,PIZZA_THAI_CKN_L,1,2025-01-01 15:41:30
TRXD000077,TRX000031,PIZZA_MEXICANA_M,1,2025-01-01 15:50:23
TRXD000078,TRX000031,PIZZA_PEPPERONI_S,1,2025-01-01 15:50:23
TRXD000079,TRX000032,PIZZA_BIG_MEAT_S,1,2025-01-01 15:53:23
TRXD000080,TRX000032,PIZZA_GREEN_GARDEN_L,1,2025-01-01 15:53:23
TRXD000081,TRX000032,PIZZA_ITAL_CPCLLO_L,1,2025-01-01 15:53:23
TRXD000082,TRX000032,PIZZA_ITAL_SUPR_M,1,2025-01-01 15:53:23
TRXD000083,TRX000033,PIZZA_BBQ_CKN_L,1,2025-01-01 15:54:13
TRXD000084,TRX000033,PIZZA_GREEN_GARDEN_S,1,2025-01-01 15:54:13
TRXD000085,TRX000034,PIZZA_THE_GREEK_S,1,2025-01-01 16:21:26
TRXD000086,TRX000035,PIZZA_GREEN_GARDEN_M,1,2025-01-01 16:32:09
TRXD000087,TRX000035,PIZZA_PEP_MSH_PEP_L,1,2025-01-01 16:32:09
TRXD000088,TRX000035,PIZZA_PEPPERONI_M,1,2025-01-01 16:32:09
TRXD000089,TRX000035,PIZZA_THAI_CKN_L,1,2025-01-01 16:32:09
TRXD000090,TRX000036,PIZZA_BBQ_CKN_M,1,2025-01-01 16:54:14
TRXD000091,TRX000036,PIZZA_CLASSIC_DLX_M,1,2025-01-01 16:54:14
TRXD000092,TRX000037,PIZZA_ITAL_SUPR_L,1,2025-01-01 16:56:14
TRXD000093,TRX000037,PIZZA_MEXICANA_L,1,2025-01-01 16:56:14
TRXD000094,TRX000038,PIZZA_HAWAIIAN_S,1,2025-01-01 17:03:05
TRXD000095,TRX000038,PIZZA_ITAL_CPCLLO_L,1,2025-01-01 17:03:05
TRXD000096,TRX000039,PIZZA_ITAL_SUPR_L,1,2025-01-01 17:07:28
TRXD000097,TRX000040,PIZZA_FOUR_CHEESE_L,1,2025-01-01 17:14:41
TRXD000098,TRX000040,PIZZA_SOUTHW_CKN_S,1,2025-01-01 17:14:41
TRXD000099,TRX000041,PIZZA_FOUR_CHEESE_M,1,2025-01-01 17:15:25
TRXD000100,TRX000041,PIZZA_GREEN_GARDEN_S,1,2025-01-01 17:15:25
TRXD000101,TRX000042,PIZZA_BIG_MEAT_S,1,2025-01-01 17:28:14
TRXD000102,TRX000042,PIZZA_FIVE_CHEESE_L,1,2025-01-01 17:28:14
TRXD000103,TRX000042,PIZZA_MEXICANA_L,1,2025-01-01 17:28:14
TRXD000104,TRX000042,PIZZA_PEPPR_SALAMI_M,1,2025-01-01 17:28:14
TRXD000105,TRX000043,PIZZA_CKN_ALFREDO_M,1,2025-01-01 17:38:39
TRXD000106,TRX000043,PIZZA_ITAL_SUPR_M,1,2025-01-01 17:38:39
TRXD000107,TRX000043,PIZZA_PEPPR_SALAMI_L,1,2025-01-01 17:38:39
TRXD000108,TRX000044,PIZZA_SPIN_PESTO_S,1,2025-01-01 17:54:25
TRXD000109,TRX000045,PIZZA_FOUR_CHEESE_L,1,2025-01-01 17:55:53
TRXD000110,TRX000045,PIZZA_HAWAIIAN_S,1,2025-01-01 17:55:53
TRXD000111,TRX000045,PIZZA_THAI_CKN_M,1,2025-01-01 17:55:53
TRXD000112,TRX000046,PIZZA_CKN_PESTO_L,1,2025-01-01 18:25:56
TRXD000113,TRX000046,PIZZA_CLASSIC_DLX_L,1,2025-01-01 18:25:56
TRXD000114,TRX000046,PIZZA_THAI_CKN_M,1,2025-01-01 18:25:56
TRXD000115,TRX000047,PIZZA_SOUTHW_CKN_L,1,2025-01-01 18:26:39
TRXD000116,TRX000047,PIZZA_VEGGIE_VEG_S,1,2025-01-01 18:26:39
TRXD000117,TRX000048,PIZZA_CKN_PESTO_M,1,2025-01-01 18:26:47
TRXD000118,TRX000048,PIZZA_GREEN_GARDEN_S,1,2025-01-01 18:26:47
TRXD000119,TRX000048,PIZZA_PRSC_ARGLA_L,1,2025-01-01 18:26:47
TRXD000120,TRX000048,PIZZA_SPICY_ITAL_L,1,2025-01-01 18:26:47
TRXD000121,TRX000049,PIZZA_SICILIAN_L,1,2025-01-01 18:33:05
TRXD000122,TRX000050,PIZZA_THE_GREEK_XL,1,2025-01-01 18:41:06
TRXD000123,TRX000051,PIZZA_BBQ_CKN_L,1,2025-01-01 18:48:33
TRXD000124,TRX000051,PIZZA_PEP_MSH_PEP_L,1,2025-01-01 18:48:33
TRXD000125,TRX000052,PIZZA_HAWAIIAN_L,1,2025-01-01 18:53:07
TRXD000126,TRX000052,PIZZA_MEXICANA_L,1,2025-01-01 18:53:07
TRXD000127,TRX000052,PIZZA_SPICY_ITAL_L,1,2025-01-01 18:53:07
TRXD000128,TRX000053,PIZZA_PEP_MSH_PEP_S,1,2025-01-01 18:54:22
TRXD000129,TRX000053,PIZZA_SPINACH_SUPR_M,1,2025-01-01 18:54:22
TRXD000130,TRX000054,PIZZA_PRSC_ARGLA_M,1,2025-01-01 19:01:50
TRXD000131,TRX000054,PIZZA_THAI_CKN_L,1,2025-01-01 19:01:50
TRXD000132,TRX000055,PIZZA_PEPPR_SALAMI_S,1,2025-01-01 19:03:24
TRXD000133,TRX000055,PIZZA_SPICY_ITAL_L,1,2025-01-01 19:03:24
TRXD000134,TRX000056,PIZZA_CLASSIC_DLX_M,1,2025-01-01 19:07:05
TRXD000135,TRX000056,PIZZA_MEDITERRANEO_L,1,2025-01-01 19:07:05
TRXD000136,TRX000056,PIZZA_SOUTHW_CKN_M,1,2025-01-01 19:07:05
TRXD000137,TRX000057,PIZZA_CLASSIC_DLX_M,1,2025-01-01 19:10:56
TRXD000138,TRX000058,PIZZA_FIVE_CHEESE_L,1,2025-01-01 19:30:45
TRXD000139,TRX000058,PIZZA_PEPPERONI_M,1,2025-01-01 19:30:45
TRXD000140,TRX000059,PIZZA_ITAL_VEGGIE_S,1,2025-01-01 19:40:13
TRXD000141,TRX000059,PIZZA_PEP_MSH_PEP_S,1,2025-01-01 19:40:13
TRXD000142,TRX000059,PIZZA_PEPPERONI_L,1,2025-01-01 19:40:13
TRXD000143,TRX000060,PIZZA_CKN_PESTO_L,1,2025-01-01 20:05:21
TRXD000144,TRX000060,PIZZA_FOUR_CHEESE_M,1,2025-01-01 20:05:21
TRXD000145,TRX000061,PIZZA_BBQ_CKN_M,1,2025-01-01 20:08:48
TRXD000146,TRX000061,PIZZA_ITAL_SUPR_L,1,2025-01-01 20:08:48
TRXD000147,TRX000062,PIZZA_BBQ_CKN_M,1,2025-01-01 20:50:21
TRXD000148,TRX000062,PIZZA_SPINACH_SUPR_M,1,2025-01-01 20:50:21
TRXD000149,TRX000063,PIZZA_PEP_MSH_PEP_M,1,2025-01-01 20:51:47
TRXD000150,TRX000064,PIZZA_BIG_MEAT_S,1,2025-01-01 20:52:13
TRXD000151,TRX000065,PIZZA_PEP_MSH_PEP_S,1,2025-01-01 21:16:05
TRXD000152,TRX000065,PIZZA_SICILIAN_S,1,2025-01-01 21:16:05
TRXD000153,TRX000065,PIZZA_SPICY_ITAL_S,1,2025-01-01 21:16:05
TRXD000154,TRX000065,PIZZA_SPINACH_SUPR_M,1,2025-01-01 21:16:05
TRXD000155,TRX000066,PIZZA_CLASSIC_DLX_M,1,2025-01-01 21:48:00
TRXD000156,TRX000066,PIZZA_ITAL_CPCLLO_M,1,2025-01-01 21:48:00
TRXD000157,TRX000067,PIZZA_SOUTHW_CKN_L,1,2025-01-01 22:03:45
TRXD000158,TRX000068,PIZZA_CLASSIC_DLX_M,1,2025-01-01 22:07:37
TRXD000159,TRX000068,PIZZA_ITAL_SUPR_L,1,2025-01-01 22:07:37
TRXD000160,TRX000068,PIZZA_ITAL_SUPR_M,1,2025-01-01 22:07:37
TRXD000161,TRX000069,PIZZA_BBQ_CKN_L,1,2025-01-01 22:12:18
TRXD000162,TRX000070,PIZZA_ITAL_VEGGIE_S,1,2025-01-02 11:38:56
TRXD000163,TRX000070,PIZZA_SOPPRESSATA_L,1,2025-01-02 11:38:56
TRXD000164,TRX000071,PIZZA_THAI_CKN_L,1,2025-01-02 11:40:55
TRXD000165,TRX000072,PIZZA_SPINACH_FET_L,1,2025-01-02 11:57:30
TRXD000166,TRX000073,PIZZA_THAI_CKN_S,1,2025-01-02 11:59:01
TRXD000167,TRX000074,PIZZA_FIVE_CHEESE_L,1,2025-01-02 12:01:17
TRXD000168,TRX000074,PIZZA_MEXICANA_L,1,2025-01-02 12:01:17
TRXD000169,TRX000074,PIZZA_SPIN_PESTO_S,1,2025-01-02 12:01:17
TRXD000170,TRX000074,PIZZA_SPINACH_SUPR_L,1,2025-01-02 12:01:17
TRXD000171,TRX000075,PIZZA_ITAL_SUPR_S,1,2025-01-02 12:10:20
TRXD000172,TRX000075,PIZZA_MEDITERRANEO_L,1,2025-01-02 12:10:20
TRXD000173,TRX000075,PIZZA_NAPOLITANA_L,1,2025-01-02 12:10:20
TRXD000174,TRX000076,PIZZA_BIG_MEAT_S,1,2025-01-02 12:21:22
TRXD000175,TRX000076,PIZZA_HAWAIIAN_L,1,2025-01-02 12:21:22
TRXD000176,TRX000076,PIZZA_ITAL_VEGGIE_L,1,2025-01-02 12:21:22
TRXD000177,TRX000076,PIZZA_SPICY_ITAL_L,1,2025-01-02 12:21:22
TRXD000178,TRX000077,PIZZA_BBQ_CKN_M,1,2025-01-02 12:22:51
TRXD000179,TRX000077,PIZZA_HAWAIIAN_M,1,2025-01-02 12:22:51
TRXD000180,TRX000078,PIZZA_BIG_MEAT_S,1,2025-01-02 12:28:19
TRXD000181,TRX000078,PIZZA_CLASSIC_DLX_S,1,2025-01-02 12:28:19
TRXD000182,TRX000078,PIZZA_FOUR_CHEESE_L,1,2025-01-02 12:28:19
TRXD000183,TRX000078,PIZZA_ITAL_CPCLLO_M,1,2025-01-02 12:28:19
TRXD000184,TRX000078,PIZZA_SPICY_ITAL_L,3,2025-01-02 12:28:19
TRXD000185,TRX000078,PIZZA_THAI_CKN_S,1,2025-01-02 12:28:19
TRXD000186,TRX000079,PIZZA_ITAL_CPCLLO_L,1,2025-01-02 12:29:16
TRXD000187,TRX000079,PIZZA_PEP_MSH_PEP_S,1,2025-01-02 12:29:16
TRXD000188,TRX000079,PIZZA_THAI_CKN_L,1,2025-01-02 12:29:16
TRXD000189,TRX000080,PIZZA_PEPPERONI_S,1,2025-01-02 12:35:43
TRXD000190,TRX000080,PIZZA_THAI_CKN_M,1,2025-01-02 12:35:43
TRXD000191,TRX000081,PIZZA_THAI_CKN_L,1,2025-01-02 12:40:06
TRXD000192,TRX000082,PIZZA_BIG_MEAT_S,1,2025-01-02 12:45:56
TRXD000193,TRX000082,PIZZA_CALI_CKN_M,1,2025-01-02 12:45:56
TRXD000194,TRX000082,PIZZA_SPICY_ITAL_L,1,2025-01-02 12:45:56
TRXD000195,TRX000082,PIZZA_VEGGIE_VEG_M,1,2025-01-02 12:45:56
TRXD000196,TRX000083,PIZZA_SOUTHW_CKN_S,1,2025-01-02 12:53:32
TRXD000197,TRX000084,PIZZA_PEPPERONI_L,1,2025-01-02 13:13:46
TRXD000198,TRX000085,PIZZA_CLASSIC_DLX_M,1,2025-01-02 13:34:54
TRXD000199,TRX000085,PIZZA_CLASSIC_DLX_S,1,2025-01-02 13:34:54
TRXD000200,TRX000085,PIZZA_ITAL_SUPR_L,1,2025-01-02 13:34:54
TRXD000201,TRX000085,PIZZA_THE_GREEK_M,1,2025-01-02 13:34:54
TRXD000202,TRX000086,PIZZA_HAWAIIAN_L,1,2025-01-02 13:40:36
TRXD000203,TRX000087,PIZZA_ITAL_CPCLLO_M,1,2025-01-02 14:01:07
TRXD000204,TRX000087,PIZZA_MEXICANA_M,1,2025-01-02 14:01:07
TRXD000205,TRX000087,PIZZA_SPINACH_SUPR_L,1,2025-01-02 14:01:07
TRXD000206,TRX000087,PIZZA_SPINACH_SUPR_S,1,2025-01-02 14:01:07
TRXD000207,TRX000088,PIZZA_FIVE_CHEESE_L,1,2025-01-02 14:10:13
TRXD000208,TRX000089,PIZZA_SOPPRESSATA_L,1,2025-01-02 14:30:24
TRXD000209,TRX000089,PIZZA_THAI_CKN_L,1,2025-01-02 14:30:24
TRXD000210,TRX000090,PIZZA_SICILIAN_L,1,2025-01-02 15:08:53
TRXD000211,TRX000090,PIZZA_THAI_CKN_S,1,2025-01-02 15:08:53
TRXD000212,TRX000091,PIZZA_BBQ_CKN_L,2,2025-01-02 15:14:48
TRXD000213,TRX000091,PIZZA_CKN_PESTO_S,1,2025-01-02 15:14:48
TRXD000214,TRX000091,PIZZA_PEPPERONI_S,1,2025-01-02 15:14:48
TRXD000215,TRX000092,PIZZA_BBQ_CKN_M,1,2025-01-02 15:17:07
TRXD000216,TRX000092,PIZZA_ITAL_SUPR_L,1,2025-01-02 15:17:07
TRXD000217,TRX000092,PIZZA_ITAL_SUPR_M,1,2025-01-02 15:17:07
TRXD000218,TRX000092,PIZZA_ITAL_VEGGIE_S,1,2025-01-02 15:17:07
TRXD000219,TRX000092,PIZZA_PEPPERONI_M,1,2025-01-02 15:17:07
TRXD000220,TRX000092,PIZZA_PEPPR_SALAMI_M,1,2025-01-02 15:17:07
TRXD000221,TRX000092,PIZZA_SPINACH_FET_S,1,2025-01-02 15:17:07
TRXD000222,TRX000092,PIZZA_SPINACH_SUPR_S,1,2025-01-02 15:17:07
TRXD000223,TRX000092,PIZZA_THE_GREEK_M,2,2025-01-02 15:17:07
TRXD000224,TRX000093,PIZZA_SICILIAN_M,1,2025-01-02 15:29:36
TRXD000225,TRX000094,PIZZA_ITAL_CPCLLO_M,1,2025-01-02 16:17:21
TRXD000226,TRX000094,PIZZA_SOUTHW_CKN_S,1,2025-01-02 16:17:21
TRXD000227,TRX000095,PIZZA_NAPOLITANA_S,1,2025-01-02 16:18:09
TRXD000228,TRX000095,PIZZA_PEPPR_SALAMI_L,1,2025-01-02 16:18:09
TRXD000229,TRX000096,PIZZA_NAPOLITANA_S,1,2025-01-02 16:21:25
TRXD000230,TRX000097,PIZZA_BIG_MEAT_S,1,2025-01-02 16:45:38
TRXD000231,TRX000098,PIZZA_CLASSIC_DLX_L,1,2025-01-02 17:18:23
TRXD000232,TRX000098,PIZZA_NAPOLITANA_L,1,2025-01-02 17:18:23
TRXD000233,TRX000099,PIZZA_ITAL_SUPR_L,1,2025-01-02 17:45:47
TRXD000234,TRX000100,PIZZA_HAWAIIAN_L,1,2025-01-02 17:46:22
TRXD000235,TRX000101,PIZZA_CALI_CKN_L,1,2025-01-02 17:51:38
TRXD000236,TRX000101,PIZZA_PEPPERONI_L,1,2025-01-02 17:51:38
TRXD000237,TRX000101,PIZZA_SOPPRESSATA_L,1,2025-01-02 17:51:38
TRXD000238,TRX000101,PIZZA_SPICY_ITAL_M,1,2025-01-02 17:51:38
TRXD000239,TRX000102,PIZZA_BBQ_CKN_S,1,2025-01-02 17:54:09
TRXD000240,TRX000102,PIZZA_PRSC_ARGLA_S,1,2025-01-02 17:54:09
TRXD000241,TRX000103,PIZZA_SPINACH_SUPR_S,1,2025-01-02 18:02:14
TRXD000242,TRX000104,PIZZA_BBQ_CKN_M,1,2025-01-02 18:02:17
TRXD000243,TRX000104,PIZZA_CKN_ALFREDO_M,1,2025-01-02 18:02:17
TRXD000244,TRX000104,PIZZA_ITAL_VEGGIE_M,1,2025-01-02 18:02:17
TRXD000245,TRX000104,PIZZA_VEGGIE_VEG_L,1,2025-01-02 18:02:17
TRXD000246,TRX000105,PIZZA_HAWAIIAN_S,2,2025-01-02 18:12:06
TRXD000247,TRX000105,PIZZA_PEPPERONI_L,1,2025-01-02 18:12:06
TRXD000248,TRX000105,PIZZA_PRSC_ARGLA_M,1,2025-01-02 18:12:06
TRXD000249,TRX000106,PIZZA_MEXICANA_L,1,2025-01-02 18:12:18
TRXD000250,TRX000106,PIZZA_SPICY_ITAL_L,1,2025-01-02 18:12:18
TRXD000251,TRX000107,PIZZA_CALI_CKN_L,1,2025-01-02 18:25:14
TRXD000252,TRX000107,PIZZA_ITAL_SUPR_M,1,2025-01-02 18:25:14
TRXD000253,TRX000107,PIZZA_SPICY_ITAL_L,1,2025-01-02 18:25:14
TRXD000254,TRX000107,PIZZA_VEGGIE_VEG_L,1,2025-01-02 18:25:14
TRXD000255,TRX000108,PIZZA_CLASSIC_DLX_L,1,2025-01-02 18:25:30
TRXD000256,TRX000108,PIZZA_HAWAIIAN_L,1,2025-01-02 18:25:30
TRXD000257,TRX000108,PIZZA_SPINACH_SUPR_L,1,2025-01-02 18:25:30
TRXD000258,TRX000109,PIZZA_ITAL_CPCLLO_L,1,2025-01-02 18:27:55
TRXD000259,TRX000109,PIZZA_ITAL_SUPR_L,1,2025-01-02 18:27:55
TRXD000260,TRX000109,PIZZA_PEPPERONI_M,1,2025-01-02 18:27:55
TRXD000261,TRX000109,PIZZA_PRSC_ARGLA_L,1,2025-01-02 18:27:55
TRXD000262,TRX000110,PIZZA_BIG_MEAT_S,1,2025-01-02 18:36:24
TRXD000263,TRX000110,PIZZA_NAPOLITANA_L,1,2025-01-02 18:36:24
TRXD000264,TRX000110,PIZZA_SOPPRESSATA_L,1,2025-01-02 18:36:24
TRXD000265,TRX000110,PIZZA_SPICY_ITAL_S,1,2025-01-02 18:36:24
TRXD000266,TRX000111,PIZZA_CALI_CKN_M,1,2025-01-02 18:38:06
TRXD000267,TRX000111,PIZZA_FIVE_CHEESE_L,1,2025-01-02 18:38:06
TRXD000268,TRX000111,PIZZA_PEPPERONI_M,1,2025-01-02 18:38:06
TRXD000269,TRX000111,PIZZA_SPIN_PESTO_L,1,2025-01-02 18:38:06
TRXD000270,TRX000112,PIZZA_PEPPERONI_S,1,2025-01-02 18:41:45
TRXD000271,TRX000113,PIZZA_CALI_CKN_L,1,2025-01-02 18:50:26
TRXD000272,TRX000113,PIZZA_MEXICANA_L,1,2025-01-02 18:50:26
TRXD000273,TRX000113,PIZZA_SOUTHW_CKN_M,1,2025-01-02 18:50:26
TRXD000274,TRX000114,PIZZA_PEPPERONI_L,1,2025-01-02 18:59:37
TRXD000275,TRX000114,PIZZA_SICILIAN_S,1,2025-01-02 18:59:37
TRXD000276,TRX000115,PIZZA_BIG_MEAT_S,1,2025-01-02 19:05:22
TRXD000277,TRX000115,PIZZA_NAPOLITANA_L,1,2025-01-02 19:05:22
TRXD000278,TRX000115,PIZZA_THAI_CKN_M,1,2025-01-02 19:05:22
TRXD000279,TRX000116,PIZZA_FIVE_CHEESE_L,1,2025-01-02 19:18:54
TRXD000280,TRX000117,PIZZA_PEPPR_SALAMI_M,1,2025-01-02 19:23:07
TRXD000281,TRX000117,PIZZA_SICILIAN_L,1,2025-01-02 19:23:07
TRXD000282,TRX000118,PIZZA_PRSC_ARGLA_L,1,2025-01-02 19:27:04
TRXD000283,TRX000118,PIZZA_SPINACH_FET_S,1,2025-01-02 19:27:04
TRXD000284,TRX000119,PIZZA_FOUR_CHEESE_M,1,2025-01-02 19:32:34
TRXD000285,TRX000120,PIZZA_CLASSIC_DLX_S,1,2025-01-02 19:35:12
TRXD000286,TRX000120,PIZZA_HAWAIIAN_S,1,2025-01-02 19:35:12
TRXD000287,TRX000120,PIZZA_SPINACH_FET_L,1,2025-01-02 19:35:12
TRXD000288,TRX000121,PIZZA_BBQ_CKN_M,1,2025-01-02 19:38:53
TRXD000289,TRX000121,PIZZA_FOUR_CHEESE_L,1,2025-01-02 19:38:53
TRXD000290,TRX000121,PIZZA_SICILIAN_L,1,2025-01-02 19:38:53
TRXD000291,TRX000121,PIZZA_SOUTHW_CKN_L,1,2025-01-02 19:38:53
TRXD000292,TRX000122,PIZZA_ITAL_SUPR_M,1,2025-01-02 19:50:24
TRXD000293,TRX000123,PIZZA_ITAL_CPCLLO_S,1,2025-01-02 20:12:14
TRXD000294,TRX000124,PIZZA_BBQ_CKN_S,1,2025-01-02 20:12:39
TRXD000295,TRX000124,PIZZA_SICILIAN_L,1,2025-01-02 20:12:39
TRXD000296,TRX000124,PIZZA_SPICY_ITAL_L,1,2025-01-02 20:12:39
TRXD000297,TRX000124,PIZZA_THE_GREEK_S,1,2025-01-02 20:12:39
TRXD000298,TRX000125,PIZZA_THE_GREEK_XL,1,2025-01-02 20:31:11
TRXD000299,TRX000126,PIZZA_VEGGIE_VEG_L,1,2025-01-02 20:53:47
TRXD000300,TRX000127,PIZZA_PEPPERONI_M,1,2025-01-02 20:58:28
TRXD000301,TRX000128,PIZZA_SPICY_ITAL_S,1,2025-01-02 21:05:11
TRXD000302,TRX000129,PIZZA_BIG_MEAT_S,1,2025-01-02 21:13:07
TRXD000303,TRX000129,PIZZA_THE_GREEK_M,1,2025-01-02 21:13:07
TRXD000304,TRX000130,PIZZA_HAWAIIAN_S,1,2025-01-02 21:15:00
TRXD000305,TRX000130,PIZZA_ITAL_CPCLLO_L,1,2025-01-02 21:15:00
