order_id,customer_id,order_maker_id,order_date,order_time,completion_time,is_complain,complain_detail,created_date
TRX000082,CUST001309,EMP000437,01/02/2025,12:45:51,13:10:18,0,,2025-01-02 12:45:56
TRX000083,CUST007085,EMP000756,01/02/2025,12:53:27,13:04:59,0,,2025-01-02 12:53:32
TRX000084,CUST006964,EMP000295,01/02/2025,13:13:41,13:40:19,0,,2025-01-02 13:13:46
TRX000085,CUST007482,EMP000286,01/02/2025,13:34:49,13:51:22,0,,2025-01-02 13:34:54
TRX000086,CUST003549,EMP000302,01/02/2025,13:40:31,13:58:38,1,Order took too long,2025-01-02 13:40:36
TRX000087,CUST004837,EMP000208,01/02/2025,14:01:02,14:29:46,0,,2025-01-02 14:01:07
TRX000088,CUST005429,EMP000286,01/02/2025,14:10:08,14:37:07,0,,2025-01-02 14:10:13
TRX000089,CUST003549,EMP000437,01/02/2025,14:30:19,14:43:29,0,,2025-01-02 14:30:24
TRX000090,CUST005109,EMP000286,01/02/2025,15:08:48,15:34:09,0,,2025-01-02 15:08:53
TRX000091,CUST008422,EMP000295,01/02/2025,15:14:43,15:31:52,0,,2025-01-02 15:14:48
TRX000092,CUST005429,EMP000756,01/02/2025,15:17:02,15:43:13,0,,2025-01-02 15:17:07
TRX000093,CUST001309,EMP000302,01/02/2025,15:29:31,15:51:54,0,,2025-01-02 15:29:36
TRX000094,CUST003549,EMP000437,01/02/2025,16:17:16,16:33:41,0,,2025-01-02 16:17:21
TRX000095,CUST008422,EMP000560,01/02/2025,16:18:04,16:34:33,0,,2025-01-02 16:18:09
TRX000096,CUST006034,EMP000646,01/02/2025,16:21:20,16:50:09,0,,2025-01-02 16:21:25
TRX000097,CUST007656,EMP000646,01/02/2025,16:45:33,17:12:07,0,,2025-01-02 16:45:38
TRX000098,CUST003549,EMP000756,01/02/2025,17:18:18,17:44:39,0,,2025-01-02 17:18:23
TRX000099,CUST004778,EMP000302,01/02/2025,17:45:42,17:57:55,0,,2025-01-02 17:45:47
TRX000100,CUST005264,EMP000646,01/02/2025,17:46:17,18:05:14,0,,2025-01-02 17:46:22
TRX000101,CUST009458,EMP000646,01/02/2025,17:51:33,18:12:50,0,,2025-01-02 17:51:38
TRX000102,CUST004020,EMP000295,01/02/2025,17:54:04,18:14:10,0,,2025-01-02 17:54:09
TRX000103,CUST001704,EMP000231,01/02/2025,18:02:09,18:15:35,0,,2025-01-02 18:02:14
TRX000104,CUST005604,EMP000646,01/02/2025,18:02:12,18:19:43,0,,2025-01-02 18:02:17
TRX000105,CUST003549,EMP000560,01/02/2025,18:12:01,18:28:55,0,,2025-01-02 18:12:06
TRX000106,CUST005109,EMP000295,01/02/2025,18:12:13,18:35:05,0,,2025-01-02 18:12:18
TRX000107,CUST006964,EMP000756,01/02/2025,18:25:09,18:53:17,1,Missing toppings,2025-01-02 18:25:14
TRX000108,CUST002637,EMP000295,01/02/2025,18:25:25,18:48:49,0,,2025-01-02 18:25:30
TRX000109,CUST004945,EMP000302,01/02/2025,18:27:50,18:56:10,0,,2025-01-02 18:27:55
TRX000110,CUST003319,EMP000560,01/02/2025,18:36:19,19:06:07,0,,2025-01-02 18:36:24
TRX000111,CUST008422,EMP000646,01/02/2025,18:38:01,18:58:08,0,,2025-01-02 18:38:06
TRX000112,CUST002965,EMP000560,01/02/2025,18:41:40,19:01:55,0,,2025-01-02 18:41:45
TRX000113,CUST001597,EMP000665,01/02/2025,18:50:21,19:01:30,0,,2025-01-02 18:50:26
TRX000114,CUST001220,EMP000646,01/02/2025,18:59:32,19:15:06,0,,2025-01-02 18:59:37
TRX000115,CUST001704,EMP000756,01/02/2025,19:05:17,19:28:22,1,Pizza was burnt,2025-01-02 19:05:22
TRX000116,CUST009381,EMP000231,01/02/2025,19:18:49,19:36:23,0,,2025-01-02 19:18:54
TRX000117,CUST008674,EMP000665,01/02/2025,19:23:02,19:51:13,0,,2025-01-02 19:23:07
TRX000118,CUST001597,EMP000286,01/02/2025,19:26:59,19:38:13,0,,2025-01-02 19:27:04
TRX000119,CUST006964,EMP000646,01/02/2025,19:32:29,19:49:46,0,,2025-01-02 19:32:34
TRX000120,CUST004837,EMP000302,01/02/2025,19:35:07,19:50:21,0,,2025-01-02 19:35:12
TRX000121,CUST002437,EMP000231,01/02/2025,19:38:48,19:59:23,0,,2025-01-02 19:38:53
TRX000122,CUST001120,EMP000231,01/02/2025,19:50:19,20:17:05,1,Wrong pizza size,2025-01-02 19:50:24
TRX000123,CUST007562,EMP000295,01/02/2025,20:12:09,20:33:21,0,,2025-01-02 20:12:14
TRX000124,CUST007482,EMP000286,01/02/2025,20:12:34,20:38:20,0,,2025-01-02 20:12:39
TRX000125,CUST003549,EMP000560,01/02/2025,20:31:06,20:49:21,0,,2025-01-02 20:31:11
TRX000126,CUST004837,EMP000646,01/02/2025,20:53:42,21:08:15,0,,2025-01-02 20:53:47
TRX000127,CUST008782,EMP000208,01/02/2025,20:58:23,21:16:43,0,,2025-01-02 20:58:28
TRX000128,CUST004392,EMP000560,01/02/2025,21:05:06,21:15:44,0,,2025-01-02 21:05:11
TRX000129,CUST007931,EMP000302,01/02/2025,21:13:02,21:29:27,0,,2025-01-02 21:13:07
TRX000130,CUST007656,EMP000437,01/02/2025,21:14:55,21:40:28,0,,2025-01-02 21:15:00
TRX000131,CUST008674,EMP000286,01/02/2025,21:33:10,21:52:17,1,Pizza was burnt,2025-01-02 21:33:15
TRX000132,CUST007482,EMP000295,01/02/2025,21:42:45,22:04:29,0,,2025-01-02 21:42:50
TRX000133,CUST005109,EMP000208,01/02/2025,22:00:17,22:16:50,0,,2025-01-02 22:00:22
TRX000134,CUST007254,EMP000302,01/02/2025,22:13:24,22:33:53,1,Missing toppings,2025-01-02 22:13:29
TRX000135,CUST004293,EMP000646,01/02/2025,22:29:34,22:57:42,0,,2025-01-02 22:29:39
TRX000136,CUST005249,EMP000756,01/02/2025,22:32:49,22:56:44,0,,2025-01-02 22:32:54
TRX000137,CUST006814,EMP000437,01/03/2025,11:34:10,11:45:38,0,,2025-01-03 11:34:15
TRX000138,CUST004020,EMP000437,01/03/2025,11:44:50,12:03:36,0,,2025-01-03 11:44:55
TRX000139,CUST004105,EMP000302,01/03/2025,11:57:39,12:16:29,0,,2025-01-03 11:57:44
TRX000140,CUST003549,EMP000665,01/03/2025,12:26:44,12:40:17,1,Order took too long,2025-01-03 12:26:49
TRX000141,CUST006333,EMP000646,01/03/2025,13:16:01,13:35:30,1,Received wrong pizza,2025-01-03 13:16:06
TRX000142,CUST009381,EMP000302,01/03/2025,13:33:59,14:01:42,0,,2025-01-03 13:34:04
TRX000143,CUST006333,EMP000231,01/03/2025,13:41:36,14:10:35,0,,2025-01-03 13:41:41
TRX000144,CUST006964,EMP000231,01/03/2025,13:44:28,14:06:42,0,,2025-01-03 13:44:33
TRX000145,CUST006034,EMP000560,01/03/2025,13:53:48,14:12:59,0,,2025-01-03 13:53:53
TRX000146,CUST007768,EMP000208,01/03/2025,14:22:10,14:44:44,0,,2025-01-03 14:22:15
TRX000147,CUST008127,EMP000560,01/03/2025,14:32:51,15:00:12,0,,2025-01-03 14:32:56
TRX000148,CUST006964,EMP000231,01/03/2025,14:40:42,15:00:11,0,,2025-01-03 14:40:47
TRX000149,CUST009381,EMP000286,01/03/2025,14:48:45,15:05:53,0,,2025-01-03 14:48:50
TRX000150,CUST004105,EMP000437,01/03/2025,14:49:58,15:14:00,0,,2025-01-03 14:50:03
TRX000151,CUST003463,EMP000560,01/03/2025,15:09:34,15:24:37,0,,2025-01-03 15:09:39
TRX000152,CUST002998,EMP000560,01/03/2025,15:09:42,15:20:09,0,,2025-01-03 15:09:47
TRX000153,CUST005205,EMP000756,01/03/2025,15:16:34,15:27:41,0,,2025-01-03 15:16:39
TRX000154,CUST009381,EMP000286,01/03/2025,15:22:43,15:37:52,1,Order took too long,2025-01-03 15:22:48
TRX000155,CUST007931,EMP000208,01/03/2025,15:28:59,15:48:33,0,,2025-01-03 15:29:04
TRX000156,CUST006964,EMP000560,01/03/2025,15:42:19,15:56:35,0,,2025-01-03 15:42:24
TRX000157,CUST001735,EMP000560,01/03/2025,15:43:03,15:58:32,0,,2025-01-03 15:43:08
TRX000158,CUST005584,EMP000295,01/03/2025,15:54:30,16:10:34,0,,2025-01-03 15:54:35
TRX000159,CUST005270,EMP000208,01/03/2025,15:59:22,16:16:07,0,,2025-01-03 15:59:27
TRX000160,CUST005109,EMP000295,01/03/2025,16:35:33,16:46:56,0,,2025-01-03 16:35:38
TRX000161,CUST001704,EMP000231,01/03/2025,16:43:46,17:02:53,0,,2025-01-03 16:43:51
TRX000162,CUST009993,EMP000646,01/03/2025,16:51:22,17:20:52,1,Pizza was burnt,2025-01-03 16:51:27
TRX000163,CUST007768,EMP000231,01/03/2025,16:54:54,17:18:48,0,,2025-01-03 16:54:59
TRX000164,CUST007482,EMP000286,01/03/2025,16:56:33,17:15:08,0,,2025-01-03 16:56:38
TRX000165,CUST008422,EMP000437,01/03/2025,16:57:37,17:11:56,0,,2025-01-03 16:57:42
TRX000166,CUST003319,EMP000646,01/03/2025,16:58:51,17:16:43,0,,2025-01-03 16:58:56
TRX000167,CUST007768,EMP000756,01/03/2025,17:00:49,17:23:51,0,,2025-01-03 17:00:54
TRX000168,CUST003228,EMP000665,01/03/2025,17:02:27,17:28:56,1,Pizza was burnt,2025-01-03 17:02:32
TRX000169,CUST005109,EMP000286,01/03/2025,17:15:48,17:39:03,0,,2025-01-03 17:15:53
TRX000170,CUST006333,EMP000665,01/03/2025,17:21:31,17:42:24,0,,2025-01-03 17:21:36
TRX000171,CUST001988,EMP000208,01/03/2025,17:23:03,17:52:14,1,Order took too long,2025-01-03 17:23:08
TRX000172,CUST006333,EMP000302,01/03/2025,17:29:24,17:52:44,0,,2025-01-03 17:29:29
TRX000173,CUST007150,EMP000208,01/03/2025,17:35:30,17:57:32,0,,2025-01-03 17:35:35
TRX000174,CUST004105,EMP000302,01/03/2025,17:37:49,17:52:55,0,,2025-01-03 17:37:54
TRX000175,CUST004020,EMP000286,01/03/2025,17:50:51,18:02:04,0,,2025-01-03 17:50:56
TRX000176,CUST007768,EMP000231,01/03/2025,17:51:57,18:10:07,0,,2025-01-03 17:52:02
TRX000177,CUST007482,EMP000646,01/03/2025,17:54:36,18:20:57,0,,2025-01-03 17:54:41
TRX000178,CUST004837,EMP000231,01/03/2025,18:15:03,18:30:46,0,,2025-01-03 18:15:08
TRX000179,CUST009381,EMP000665,01/03/2025,18:20:14,18:45:00,0,,2025-01-03 18:20:19
TRX000180,CUST009708,EMP000286,01/03/2025,18:33:34,18:49:54,0,,2025-01-03 18:33:39
TRX000181,CUST002945,EMP000295,01/03/2025,18:49:32,19:08:04,0,,2025-01-03 18:49:37
TRX000182,CUST004547,EMP000295,01/03/2025,18:50:10,19:20:05,0,,2025-01-03 18:50:15
TRX000183,CUST003319,EMP000295,01/03/2025,18:54:55,19:17:04,0,,2025-01-03 18:55:00
TRX000184,CUST007931,EMP000231,01/03/2025,18:59:05,19:15:12,0,,2025-01-03 18:59:10
TRX000185,CUST006034,EMP000231,01/03/2025,19:08:33,19:21:38,0,,2025-01-03 19:08:38
TRX000186,CUST007656,EMP000231,01/03/2025,19:36:00,19:57:38,0,,2025-01-03 19:36:05
TRX000187,CUST003319,EMP000560,01/03/2025,19:37:12,19:48:25,1,Wrong pizza size,2025-01-03 19:37:17
TRX000188,CUST004105,EMP000286,01/03/2025,20:08:39,20:31:38,0,,2025-01-03 20:08:44
TRX000189,CUST006034,EMP000295,01/03/2025,20:12:14,20:23:33,0,,2025-01-03 20:12:19
TRX000190,CUST002835,EMP000560,01/03/2025,20:14:23,20:31:29,0,,2025-01-03 20:14:28
TRX000191,CUST003553,EMP000208,01/03/2025,20:24:50,20:35:48,0,,2025-01-03 20:24:55
TRX000192,CUST001735,EMP000231,01/03/2025,20:30:08,20:51:34,0,,2025-01-03 20:30:13
TRX000193,CUST007562,EMP000646,01/03/2025,20:55:47,21:07:01,1,Wrong pizza size,2025-01-03 20:55:52
TRX000194,CUST009740,EMP000756,01/03/2025,21:21:24,21:40:27,0,,2025-01-03 21:21:29
TRX000195,CUST007768,EMP000231,01/03/2025,21:25:20,21:40:41,0,,2025-01-03 21:25:25
TRX000196,CUST007156,EMP000302,01/03/2025,21:40:14,22:01:53,0,,2025-01-03 21:40:19
TRX000197,CUST007768,EMP000437,01/03/2025,21:47:48,22:05:54,0,,2025-01-03 21:47:53
TRX000198,CUST007656,EMP000295,01/03/2025,21:55:42,22:13:18,0,,2025-01-03 21:55:47
TRX000199,CUST006964,EMP000208,01/03/2025,22:10:38,22:36:06,0,,2025-01-03 22:10:43
TRX000200,CUST006034,EMP000295,01/03/2025,22:24:05,22:35:43,0,,2025-01-03 22:24:10
TRX000201,CUST006333,EMP000286,01/03/2025,22:29:59,22:58:22,0,,2025-01-03 22:30:04
TRX000202,CUST004504,EMP000560,01/03/2025,22:50:29,23:02:59,0,,2025-01-03 22:50:34
TRX000203,CUST007768,EMP000560,01/04/2025,11:30:48,11:42:23,0,,2025-01-04 11:30:53
TRX000204,CUST005127,EMP000286,01/04/2025,11:36:25,11:56:28,0,,2025-01-04 11:36:30
TRX000205,CUST004020,EMP000302,01/04/2025,11:43:54,12:06:51,0,,2025-01-04 11:43:59
TRX000206,CUST005249,EMP000756,01/04/2025,11:45:10,11:59:36,1,Pizza was burnt,2025-01-04 11:45:15
TRX000207,CUST008535,EMP000286,01/04/2025,12:03:58,12:31:45,0,,2025-01-04 12:04:03
TRX000208,CUST009755,EMP000208,01/04/2025,12:12:05,12:41:56,0,,2025-01-04 12:12:10
TRX000209,CUST008422,EMP000756,01/04/2025,12:29:17,12:53:11,0,,2025-01-04 12:29:22
TRX000210,CUST004841,EMP000302,01/04/2025,12:34:13,12:50:38,0,,2025-01-04 12:34:18
TRX000211,CUST003570,EMP000560,01/04/2025,12:54:20,13:20:42,0,,2025-01-04 12:54:25
TRX000212,CUST004537,EMP000231,01/04/2025,13:16:03,13:31:35,0,,2025-01-04 13:16:08
TRX000213,CUST005584,EMP000208,01/04/2025,13:20:39,13:50:02,0,,2025-01-04 13:20:44
TRX000214,CUST003406,EMP000208,01/04/2025,13:39:16,13:51:04,1,Received wrong pizza,2025-01-04 13:39:21
TRX000215,CUST003549,EMP000231,01/04/2025,13:44:49,14:14:48,0,,2025-01-04 13:44:54
TRX000216,CUST004945,EMP000646,01/04/2025,14:31:56,14:54:23,0,,2025-01-04 14:32:01
TRX000217,CUST009204,EMP000665,01/04/2025,14:35:03,14:48:43,0,,2025-01-04 14:35:08
TRX000218,CUST008987,EMP000208,01/04/2025,14:35:11,14:54:53,0,,2025-01-04 14:35:16
TRX000219,CUST006034,EMP000295,01/04/2025,14:42:01,14:55:31,0,,2025-01-04 14:42:06
TRX000220,CUST008584,EMP000286,01/04/2025,15:31:59,15:56:55,0,,2025-01-04 15:32:04
TRX000221,CUST008674,EMP000286,01/04/2025,15:33:18,15:45:18,0,,2025-01-04 15:33:23
TRX000222,CUST006333,EMP000560,01/04/2025,15:46:38,16:02:08,0,,2025-01-04 15:46:43
TRX000223,CUST007747,EMP000437,01/04/2025,16:08:20,16:23:35,0,,2025-01-04 16:08:25
TRX000224,CUST001979,EMP000646,01/04/2025,16:39:58,16:59:07,0,,2025-01-04 16:40:03
TRX000225,CUST004708,EMP000302,01/04/2025,16:41:48,17:06:53,0,,2025-01-04 16:41:53
TRX000226,CUST002965,EMP000756,01/04/2025,16:59:39,17:14:17,0,,2025-01-04 16:59:44
TRX000227,CUST003319,EMP000286,01/04/2025,17:24:39,17:44:00,0,,2025-01-04 17:24:44
TRX000228,CUST005109,EMP000665,01/04/2025,17:31:24,17:55:01,0,,2025-01-04 17:31:29
TRX000229,CUST002437,EMP000295,01/04/2025,17:37:57,18:03:45,0,,2025-01-04 17:38:02
TRX000230,CUST001120,EMP000286,01/04/2025,17:58:38,18:20:39,1,Order took too long,2025-01-04 17:58:43
TRX000231,CUST009381,EMP000665,01/04/2025,18:04:18,18:19:08,0,,2025-01-04 18:04:23
TRX000232,CUST002965,EMP000295,01/04/2025,18:21:59,18:45:08,0,,2025-01-04 18:22:04
TRX000233,CUST009740,EMP000665,01/04/2025,18:26:51,18:50:44,0,,2025-01-04 18:26:56
TRX000234,CUST001988,EMP000437,01/04/2025,18:36:09,18:51:52,0,,2025-01-04 18:36:14
TRX000235,CUST006964,EMP000295,01/04/2025,18:51:30,19:06:29,0,,2025-01-04 18:51:35
TRX000236,CUST003319,EMP000437,01/04/2025,19:21:04,19:50:45,0,,2025-01-04 19:21:09
TRX000237,CUST008535,EMP000295,01/04/2025,19:27:48,19:57:42,0,,2025-01-04 19:27:53
TRX000238,CUST005264,EMP000646,01/04/2025,19:45:15,19:55:31,0,,2025-01-04 19:45:20
TRX000239,CUST009740,EMP000231,01/04/2025,19:57:52,20:23:04,0,,2025-01-04 19:57:57
TRX000240,CUST007931,EMP000646,01/04/2025,20:10:24,20:23:54,0,,2025-01-04 20:10:29
TRX000241,CUST002604,EMP000231,01/04/2025,20:11:25,20:23:00,0,,2025-01-04 20:11:30
TRX000242,CUST008004,EMP000286,01/04/2025,20:15:29,20:41:15,0,,2025-01-04 20:15:34
TRX000243,CUST005249,EMP000665,01/04/2025,20:26:17,20:55:28,0,,2025-01-04 20:26:22
TRX000244,CUST003319,EMP000437,01/04/2025,20:26:22,20:50:54,0,,2025-01-04 20:26:27
TRX000245,CUST004392,EMP000665,01/04/2025,20:28:41,20:49:04,0,,2025-01-04 20:28:46
TRX000246,CUST006333,EMP000560,01/04/2025,20:30:48,20:42:24,0,,2025-01-04 20:30:53
TRX000247,CUST003871,EMP000756,01/04/2025,20:55:29,21:12:32,0,,2025-01-04 20:55:34
TRX000248,CUST001220,EMP000302,01/04/2025,20:58:19,21:23:42,0,,2025-01-04 20:58:24
TRX000249,CUST006333,EMP000437,01/04/2025,21:06:16,21:23:56,0,,2025-01-04 21:06:21
TRX000250,CUST007562,EMP000286,01/04/2025,21:07:05,21:36:39,0,,2025-01-04 21:07:10
TRX000251,CUST004945,EMP000302,01/04/2025,21:10:05,21:26:55,1,Missing toppings,2025-01-04 21:10:10
TRX000252,CUST004708,EMP000295,01/04/2025,22:13:15,22:41:08,0,,2025-01-04 22:13:20
TRX000253,CUST005956,EMP000231,01/04/2025,22:16:18,22:41:45,0,,2025-01-04 22:16:23
TRX000254,CUST004537,EMP000286,01/04/2025,22:22:13,22:39:29,0,,2025-01-04 22:22:18
TRX000255,CUST009152,EMP000646,01/05/2025,11:23:35,11:34:16,0,,2025-01-05 11:23:40
TRX000256,CUST008422,EMP000665,01/05/2025,11:56:06,12:12:54,0,,2025-01-05 11:56:11
TRX000257,CUST007085,EMP000560,01/05/2025,11:59:04,12:26:33,0,,2025-01-05 11:59:09
TRX000258,CUST006256,EMP000295,01/05/2025,11:59:23,12:27:18,0,,2025-01-05 11:59:28
